study,id,date,sessionID,startTime,endTime,timeToComplete,Remove,country,sourceIP(hash with salt),ageGroup6,ageGroup6Text,ageGroup3,ageGroup3Text,sex,previousVote,intendReferendumVote,ethnicity,religion,privacy,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,expType,adp1,adp1_num,adpRiskyChoice,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,RWAScore
study3,536,20160502,ec7c2f43483cef0079e5471ea63b629b,05/02/2016 11:01,05/02/2016 11:06,5,Keep,GB,0dba2684e19110bf2636e1a57105357ba64dbb86d0ad6f6f8f495cc07d6ccb2e,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,1,4,1,2,2,1,1,2,2,3,1,2,2,1,1,2,A,b,2,1,3,2,9,1,6,1,2,2,2,1,1,1,1,7,1,1,6,1,2,1,3,2,51
study3,537,20160502,c1b158efd2cb292f29f4e59e22f53696,05/02/2016 11:01,05/02/2016 11:07,6,Keep,GB,c4945b854f381a03e62ca43bf78fd5bdf70edfa734aeaf091b68ff9319d44fdf,6,Age 65+,3,55_and_over,Male,Con,Remain,a,2,4,1,1,4,1,1,3,3,1,1,2,4,1,2,1,A,a,1,0,7,1,3,2,8,2,8,2,2,5,2,8,2,8,4,2,5,2,7,3,4,4,83
study3,538,20160502,e5b387d6e83aa4723cd42d5f0c3327de,05/02/2016 11:09,05/02/2016 11:14,5,Keep,GB,3f27e335c2f37b3eec121ec85e90533bfed271979398be19c29be358c6837333,5,Age 55-64,3,55_and_over,Female,Green,Remain,a,1,4,5,4,2,1,2,3,1,2,1,1,2,1,1,3,A,b,2,1,3,1,9,1,1,1,5,5,1,2,1,6,1,2,3,1,1,1,1,2,3,1,48
study3,539,20160502,f08438a80add1f0052799da2499d79c4,05/02/2016 11:08,05/02/2016 11:15,7,Keep,GB,668a7f82cbad1175e7782c6715704c4e5a93697a73d354ae3549bf6f49960df1,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,2,2,2,2,3,2,2,2,3,2,1,2,2,1,1,2,B,b,2,1,2,1,8,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,43
study3,540,20160502,5d433b9eb992e95ab7cc02e6d8eb1ce2,05/02/2016 11:11,05/02/2016 11:23,12,Keep,GB,abb1a389465610bf16e1e85872100ce45e847ab7e5788f4de62622bd6c432d50,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,1,4,5,5,5,4,5,5,5,5,5,4,3,5,4,4,B,a,1,0,5,1,4,1,1,1,6,1,3,6,2,4,1,1,1,1,1,1,1,1,2,6,45
study3,541,20160502,6311159c8a5f52f2c6e1bd1a4bf5d64f,05/02/2016 11:19,05/02/2016 11:23,4,Keep,GB,656d003f23e2d2377696f3389ff3489c82e0b8911f967b87a46e38af1b54a717,2,Age 25-34,1,18_to_34,Female,Green,Remain,a,2,2,1,1,2,5,1,1,2,3,1,5,2,1,1,3,B,b,2,1,3,1,9,1,3,1,2,3,2,3,2,3,1,1,2,1,1,1,2,1,1,3,43
study3,542,20160502,dd7c4ef30c12af4672b275a16d170d1a,05/02/2016 11:08,05/02/2016 11:24,16,Keep,GB,0dba2684e19110bf2636e1a57105357ba64dbb86d0ad6f6f8f495cc07d6ccb2e,2,Age 25-34,1,18_to_34,Male,LibDem,Remain,a,1,2,1,2,2,1,3,4,3,5,2,1,1,1,2,3,A,b,2,1,3,2,9,2,1,2,8,2,4,5,1,6,1,7,2,1,2,4,3,1,3,7,71
study3,543,20160502,3375640228fafabe5d46276beaa9e097,05/02/2016 11:28,05/02/2016 11:34,6,Keep,GB,c9db1306e62f08294fe4ac06863eb77b54cd387341fee0de7e5a56963aa86702,4,Age 45-54,2,35_to_54,Female,NoVote,Leave,a,1,1,4,5,4,5,5,5,5,5,5,1,3,1,3,5,A,a,1,0,1,9,9,1,1,1,6,1,1,8,1,6,1,9,1,1,9,1,3,1,1,9,71
study3,544,20160502,d7c498b4fdcb7faca4d08ef4dd0f1ab7,05/02/2016 11:18,05/02/2016 11:35,17,Keep,GB,4c3812ba322f84e67b31d3926717564415c9f7ea848330228b44a87b7c0b0274,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,3,3,2,4,4,1,3,1,4,1,2,2,1,1,1,3,A,b,2,1,1,1,9,1,1,1,1,2,1,1,1,3,2,5,5,1,5,1,2,1,1,5,49
study3,545,20160502,06f86a8ab62e9e7200c45b973097efe2,05/02/2016 11:29,05/02/2016 11:36,7,Keep,GB,eae58dfa17a2be716edd99c34afd1c9e913942e8540834bdcfbc9488b7fbff6c,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,3,2,3,4,5,3,4,4,5,4,4,3,2,2,2,4,A,b,2,1,4,1,4,5,3,3,6,4,4,6,4,6,5,6,3,4,8,3,7,4,5,6,96
study3,546,20160502,fb235490ca13e891384d1568770d8e9d,05/02/2016 11:31,05/02/2016 11:37,6,Keep,GB,ae4dd7b08ae7af3014abb3eb4ffaa6509c64c0b62b809ed8dd2c02a4e007ff50,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,2,3,3,4,2,3,1,3,2,2,2,1,1,1,3,B,a,1,0,3,1,8,1,3,1,2,2,2,1,1,2,2,1,7,1,1,1,3,2,1,1,43
study3,547,20160502,72c77df26eaeeb65a5a73ee38279093d,05/02/2016 11:32,05/02/2016 11:37,5,Keep,GB,b92aed5e31a045ec78f4ba5283b1813a874a5fdab0dd9e871939af62c62b7c79,5,Age 55-64,3,55_and_over,Female,SNP,Remain,a,5,3,2,2,2,2,2,3,4,2,1,4,2,1,1,4,A,b,2,1,4,3,7,5,4,4,4,6,3,6,6,6,8,4,7,5,5,4,4,6,6,4,104
study3,548,20160502,d2ee08a835fff88e1e31d6c3f073fbe9,05/02/2016 11:30,05/02/2016 11:39,9,Keep,GB,7444a8930fd4552bcdd57d501e8ebf11aef84a6c1e40b996046d2342cc297137,6,Age 65+,3,55_and_over,Female,Con,Leave,a,1,3,3,5,5,4,4,5,5,5,5,2,3,1,3,4,A,b,2,1,3,1,8,2,4,2,6,5,4,6,3,7,5,6,5,1,1,1,3,4,2,4,79
study3,549,20160502,a2e4465c028d9275e51d99f037971d16,05/02/2016 11:39,05/02/2016 11:44,5,Keep,GB,eb4168bd7a7d34305e3bc62ab4183fb0b9557a61fc0a694833dfa51dd92046aa,4,Age 45-54,2,35_to_54,Female,Green,Remain,a,1,1,1,3,3,1,1,3,3,2,1,1,1,1,1,2,B,b,2,1,2,1,9,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,33
study3,550,20160502,d23aad6a88bd95f7144c072f94ed3015,05/02/2016 11:40,05/02/2016 11:46,6,Keep,GB,1f7e66f7e251a50fbf1f0d7cc78623817e2054c35691ac9d435f8c9309238aeb,5,Age 55-64,3,55_and_over,Female,SNP,Remain,a,1,4,1,2,3,1,1,1,3,1,1,4,1,1,1,3,B,b,2,1,1,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,30
study3,551,20160502,1a1523f80e202eae08bd8859c71654d0,05/02/2016 11:40,05/02/2016 11:50,10,Keep,GB,cc9510ad094850bfdbdd3c0621c24be41e22d8e5d1896d9f8bf3bbb6a268c1c1,5,Age 55-64,3,55_and_over,Female,Labour,Leave,a,4,2,5,5,4,3,5,5,5,4,3,1,4,1,2,3,B,a,1,0,2,1,9,2,2,1,1,5,1,5,5,7,2,3,2,3,7,1,2,2,2,2,64
study3,552,20160502,316a9d4cdd8c33e98ea4c00869dd95b0,05/02/2016 11:42,05/02/2016 11:52,10,Keep,GB,ca0ec0b976c7bd5675dd182215c3a71d6993796a8ae4ab19578cf833f9acf56c,5,Age 55-64,3,55_and_over,Male,Labour,Remain,a,1,1,1,1,2,1,1,1,1,1,1,4,5,1,1,1,B,b,2,1,1,1,9,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,44
study3,553,20160502,ab1ca105514965ac1be3e894f5d1dde8,05/02/2016 11:51,05/02/2016 11:57,6,Keep,GB,9e9f57498b33c4b743561eb52fcce1644e4c31b0ceb572cefc717108d2a06da8,4,Age 45-54,2,35_to_54,Female,Green,Remain,a,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,B,b,2,1,1,1,9,1,3,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,37
study3,554,20160502,3fd7a75dcba3b54feaf245c186895ce4,05/02/2016 11:52,05/02/2016 11:58,6,Keep,GB,d35c7c615162358f2dd07a317036da7f21191651ca15a641814653d5e21ac3b0,4,Age 45-54,2,35_to_54,Female,Labour,Leave,a,1,3,2,4,2,1,3,2,4,2,4,1,1,1,1,4,A,b,2,1,2,1,8,1,1,1,1,1,2,1,3,2,1,5,2,1,7,9,1,1,2,1,51
study3,555,20160502,e531418e371fcf1cf06124c4c52e1579,05/02/2016 11:47,05/02/2016 12:03,16,Keep,GB,bf0b7e36ee09b743aa7c156a54210eb6edb61a8b894656b9958de8049ca69254,1,Age 18-24,1,18_to_34,Female,SNP,Remain,a,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,A,a,1,0,3,1,9,1,3,2,3,3,2,3,2,2,1,1,3,1,1,1,2,2,1,2,45
study3,556,20160502,9901e7f4b9d4a887a8386c956e1fe954,05/02/2016 11:56,05/02/2016 12:04,8,Keep,GB,de9caab4e8250c1f5a33c3eca6e6f6ba3b2b7a838f50e62ec78f270a50dde859,4,Age 45-54,2,35_to_54,Female,Green,Remain,a,2,2,1,2,2,2,2,1,2,2,1,3,1,1,1,2,A,a,1,0,2,1,9,1,1,2,1,2,9,2,1,2,1,3,1,1,1,1,1,1,1,1,42
study3,557,20160502,bfec64ce0d899f37b27e9160f98df771,05/02/2016 12:10,05/02/2016 12:16,6,Keep,GB,f986592815caaca960bbe7e3eea2b687fd5b1254e30147cec47f2663ad650b12,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,A,b,2,1,2,1,9,1,1,1,1,1,2,1,3,2,1,1,3,1,1,1,1,1,1,1,34
study3,558,20160502,77a1dbe64f6ab6475716eb1b13bc2a61,05/02/2016 12:14,05/02/2016 12:22,8,Keep,GB,89259ba9a43a90ec3d39b38f9e7258a9b4872c228864b11e2f88587b631a15d2,5,Age 55-64,3,55_and_over,Female,Labour,Spoil,a,1,2,3,4,2,1,3,3,3,3,1,4,3,2,2,3,B,b,2,1,1,1,9,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,33
study3,559,20160502,af032a66e25264cfb3938e09151dd30e,05/02/2016 12:18,05/02/2016 12:29,11,Keep,GB,21dff32fbc5c1332bafdb37d754c7e3ecf5f5dce0e16fa662c13d722ded3eb15,4,Age 45-54,2,35_to_54,Female,Cymru,Leave,a,1,4,4,3,5,2,4,2,5,4,4,2,2,1,1,4,A,a,1,0,2,1,4,1,2,1,1,3,1,5,1,3,1,4,2,1,3,1,1,2,1,7,45
study3,560,20160502,a0782d73c0fd219ae977ecbf27848700,05/02/2016 12:20,05/02/2016 12:32,12,Keep,GB,16ad4c924269165941f96b2de1ff89cff318efdafb0b41d8494dac57d6484890,1,Age 18-24,1,18_to_34,Female,Labour,Remain,c,4,3,1,3,3,3,1,5,3,4,2,4,3,2,4,4,A,a,1,0,4,2,2,3,9,3,8,8,5,6,2,6,5,8,5,3,7,3,7,1,6,5,102
study3,561,20160502,823b955a0055e998702366749e51d869,05/02/2016 12:29,05/02/2016 12:35,6,Keep,GB,e747c0e86645021d842507999b9b792307e67a48f9b121c863a7ecfd2bba00a5,6,Age 65+,3,55_and_over,Female,Green,Remain,a,2,1,3,3,2,1,3,2,2,2,1,5,3,1,1,3,A,a,1,0,2,1,9,2,2,2,2,2,2,3,2,4,2,5,2,2,2,2,1,2,3,2,53
study3,562,20160502,460cbc867419066113660d246e88cbb9,05/02/2016 12:44,05/02/2016 12:51,7,Keep,FR,c8edeb975382cb7bb1f0efa245ab1c18a012d04dd185f93bf05529e272e7726c,5,Age 55-64,3,55_and_over,Female,NoVote,Remain,a,2,5,1,3,2,2,2,1,3,1,1,1,3,1,1,2,B,b,2,1,2,1,8,1,3,1,3,2,2,3,1,2,2,4,5,1,2,1,1,3,1,2,48
study3,563,20160502,f3782ef85f18c296253b5072f45c5885,05/02/2016 12:45,05/02/2016 12:58,13,Keep,GB,11a53194c0eca30080ddc26bdaf61bf58fd8f72123165019b8419a02e0622606,5,Age 55-64,3,55_and_over,Female,Green,Remain,a,1,3,1,2,2,1,1,1,3,2,2,3,1,3,1,3,A,a,1,0,5,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,564,20160502,6ddc71a8d72cf742e3b20d60fa80f88a,05/02/2016 12:02,05/02/2016 13:04,62,Keep,GB,5f53e037774062eb3e247026e58bc1652d1565d38c24d06f4e14f9ca6f2124cf,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,4,2,1,3,4,1,1,4,5,1,5,2,4,1,1,3,B,a,1,0,5,9,5,1,5,1,6,1,1,2,1,5,2,1,6,1,4,1,1,4,4,1,53
study3,565,20160502,27c93356ebd22df634777ffb5b57cba6,05/02/2016 12:57,05/02/2016 13:07,10,Keep,GB,fdb5fbef4cddd7330a2ed69df6a94547095fb8b91532d56b6ba00531d2a4e1ee,5,Age 55-64,3,55_and_over,Female,NoVote,Remain,a,1,1,1,3,4,2,5,2,4,5,1,1,1,1,1,3,A,a,1,0,5,1,8,1,9,1,6,1,2,6,4,6,5,5,2,5,9,1,7,6,2,5,91
study3,566,20160502,90a9a71dc0f2b7b6a0e3efda6b322558,05/02/2016 13:04,05/02/2016 13:11,7,Keep,GB,45073a58c74a289a1dea3781a9c43df5be734a701bb5efda94e37e1dce299709,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,2,5,4,4,5,2,4,5,4,5,3,1,5,1,4,3,A,a,1,0,4,1,5,3,4,1,6,3,6,3,2,3,6,7,7,1,1,1,4,2,6,3,74
study3,567,20160502,ea2a742934051e211889345978f15aea,05/02/2016 13:12,05/02/2016 13:19,7,Keep,GB,9f952efaa4b4b14d342682a95057a2c82e4d2f8513499b1995a3e81c0936c889,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,4,4,1,4,4,1,4,1,4,1,1,1,2,2,2,2,B,b,2,1,7,1,9,4,2,1,1,7,6,1,5,3,6,1,5,1,3,1,2,1,1,2,62
study3,568,20160502,fc54b0c966ba1abc00bffa741fdef34c,05/02/2016 13:28,05/02/2016 13:39,11,Keep,GB,722d090a0985b5deac5cc67d50d63fe3efccb2db953783d96ea051fc503e69af,6,Age 65+,3,55_and_over,Female,LibDem,Remain,a,3,2,1,2,4,1,1,1,2,2,1,2,1,1,1,2,A,b,2,1,6,1,9,1,3,1,1,1,2,1,1,3,2,1,2,1,6,1,2,1,1,2,42
study3,569,20160502,b23075b077805e6474f347a861d1d053,05/02/2016 13:32,05/02/2016 13:46,14,Keep,GB,8cb1718c19ded998c6e199463ebe9a421c1fc1df32c1304747021fc5fd799d12,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,5,4,2,4,4,4,4,4,5,4,4,1,3,1,1,4,B,a,1,0,6,1,9,1,7,4,4,1,8,1,1,6,9,3,8,1,1,1,3,1,3,2,74
study3,570,20160502,74e8c12579dab126495fe5a44544b8db,05/02/2016 13:52,05/02/2016 13:57,5,Keep,GB,10e0a243538aa08390b31d5ace1516da51fc17b932922362bae7619575e1593e,1,Age 18-24,1,18_to_34,Male,Labour,Remain,a,1,5,1,1,1,1,1,1,1,1,1,3,1,4,1,1,B,b,2,1,3,1,9,1,1,1,1,1,7,1,6,1,1,9,1,1,1,1,3,7,1,1,55
study3,571,20160502,157b85095810d00d5916f01a8929274f,05/02/2016 14:02,05/02/2016 14:10,8,Keep,GB,eadad8be446cc815e2a8c7002bf084f8ad462ec975aee7427aa1b90a811e1bae,2,Age 25-34,1,18_to_34,Male,UKIP,Leave,a,1,4,2,4,5,2,5,5,5,5,4,2,5,1,3,5,A,a,1,0,4,5,7,2,3,4,4,3,2,4,3,5,3,3,3,3,5,4,3,3,3,3,70
study3,572,20160502,80b8c442bfc0f69b213bc950667b19aa,05/02/2016 13:57,05/02/2016 14:11,14,Keep,GB,82bf6d7470d2aa226f56686cf2660af340b7e69065fbb617cd588f3a5e016e4a,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,1,1,3,1,2,1,3,1,2,1,1,1,1,1,1,3,A,a,1,0,3,1,9,1,5,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,37
study3,573,20160502,042be6c56b2633dbd509542ad3290d11,05/02/2016 14:03,05/02/2016 14:12,9,Keep,GB,1f95bf338a94189fc17e267e123380bc34bba436a58ab8f0951adbe02146f88e,3,Age 35-44,2,35_to_54,Female,NoVote,Leave,a,4,1,4,4,5,3,4,5,5,4,4,1,4,1,2,4,A,a,1,0,4,1,3,1,1,1,2,4,1,9,1,6,1,9,1,1,9,1,6,2,3,7,69
study3,574,20160502,ebe93e6e1acd371196a4729616be7c9d,05/02/2016 14:09,05/02/2016 14:17,8,Keep,GB,4d825308569a198b719f43c00669c19382b9de5d276046bf790f57466b9e1495,1,Age 18-24,1,18_to_34,Male,LibDem,Leave,a,1,4,2,4,3,4,5,3,2,4,5,1,3,1,1,4,B,b,2,1,7,2,3,1,6,5,5,1,3,6,1,6,3,6,2,1,6,2,6,2,6,3,74
study3,575,20160502,09058e9d94d2fb788abb4dbabc394467,05/02/2016 14:07,05/02/2016 14:20,13,Keep,GB,5d1059756c57ae689c344b37463ce387704914e453202ef415de3db3b67ef093,2,Age 25-34,1,18_to_34,Male,UKIP,Leave,a,1,2,5,5,5,4,5,4,4,5,5,1,5,1,2,5,A,a,1,0,3,1,5,1,1,5,6,5,4,7,3,9,4,8,2,2,8,1,6,4,5,6,92
study3,576,20160502,88aff995b549e5935e8b978a1f3ed222,05/02/2016 14:16,05/02/2016 14:22,6,Keep,GB,f4c23184019f1050f158b047fd70696696055a38acb87b365df45cf88f149fff,1,Age 18-24,1,18_to_34,Male,UKIP,Leave,a,5,4,3,5,4,2,5,3,1,4,4,2,5,2,3,4,B,b,2,1,3,2,3,7,5,5,8,5,6,7,2,9,4,9,5,5,9,3,7,2,3,5,109
study3,577,20160502,3a99f822c76807c0705cba465fed9f6c,05/02/2016 14:10,05/02/2016 14:25,15,Keep,GB,d3cea82944c0efea408767083dcba86bd610ebbba0938a346d9bd0d7fb705415,3,Age 35-44,2,35_to_54,Male,UKIP,Leave,a,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,B,b,2,1,1,3,1,1,1,5,9,7,5,9,9,9,5,9,1,9,9,5,9,1,5,9,118
study3,578,20160502,b257356dae9b82b63c752c365b88d33c,05/02/2016 13:54,05/02/2016 14:29,35,Keep,GB,3d70e47995d0384beb31804ea6661303733b54e743e36f453f2d1ba0e3c9f347,2,Age 25-34,1,18_to_34,Male,Labour,Leave,a,2,2,2,4,5,2,4,4,4,4,2,4,2,2,2,2,A,b,2,1,1,1,9,1,1,2,1,3,1,3,4,5,1,4,4,3,3,1,4,2,2,2,56
study3,579,20160502,ad724ddeb4770c49ddcded7f2ed2f94e,05/02/2016 14:22,05/02/2016 14:30,8,Keep,GB,e3260b40e284cd691df9ed357d522d2f483af705f3a265bbfb24f3be9aab2a6a,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,1,3,1,1,4,1,1,1,2,1,1,1,1,1,1,2,B,b,2,1,2,1,9,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,30
study3,580,20160502,929c9406218e489ca3b532d2673430d2,05/02/2016 14:24,05/02/2016 14:31,7,Keep,GB,c743c8122a4810b9f82587019da6e6df8f87b14bff43f25742f0219632dece9a,2,Age 25-34,1,18_to_34,Male,Labour,Remain,a,2,1,2,1,1,1,1,1,2,1,1,2,3,1,1,2,B,b,2,1,9,1,9,1,5,1,1,1,3,1,1,1,1,3,1,1,4,9,1,1,1,1,47
study3,581,20160502,b85b3f17c97f7db44da6c2e4b27502d2,05/02/2016 14:26,05/02/2016 14:34,8,Keep,GB,6512755d6e7c0ac74ac7fc6c19016da22dbccaff5a2d1e6f98ca7a7134a4395a,2,Age 25-34,1,18_to_34,Male,Labour,Remain,a,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,A,b,2,1,7,1,9,1,6,1,2,1,5,2,1,4,2,3,2,1,5,1,2,1,3,1,53
study3,582,20160502,5ecb091b0ab4aacb0928ded64fa22db3,05/02/2016 14:29,05/02/2016 14:34,5,Keep,GB,31667cf4c66a596b09aeb0f17fdae687d61888c4fdf7dd6e17b57608f9b25fdf,1,Age 18-24,1,18_to_34,Male,Con,Leave,a,4,3,5,5,5,5,5,5,5,4,5,3,4,2,4,5,A,a,1,0,7,5,4,3,7,3,7,7,6,7,3,8,5,3,7,3,5,4,5,4,6,6,103
study3,583,20160502,07848c6ad7b5c79b8b5740c389e45f38,05/02/2016 14:35,05/02/2016 14:38,3,Keep,GB,cadbd020e3bc51fc3c2194fe8590c169be108a29858456166d9163767fb8b3fc,3,Age 35-44,2,35_to_54,Male,UKIP,Remain,a,2,1,4,3,5,5,3,2,5,4,2,2,5,1,1,4,A,b,2,1,2,1,7,5,2,5,5,1,1,8,3,6,7,6,7,3,4,2,3,5,7,2,89
study3,584,20160502,b8d4d3fafd8908a107b9f94ba475d69e,05/02/2016 14:30,05/02/2016 14:40,10,Keep,GB,b3ffcb5443c89f1610bcbffc3c8ba66743a6b0b6448deab7d9a20a05a8917d1b,4,Age 45-54,2,35_to_54,Male,LibDem,Leave,a,1,4,2,5,5,2,4,4,5,4,4,2,2,1,1,5,A,b,2,1,6,1,9,1,2,1,2,1,1,2,1,3,1,2,1,1,1,1,3,1,3,2,39
study3,585,20160502,593ebec3e29a4a6c0ed17fd1346a1c4a,05/02/2016 14:30,05/02/2016 14:43,13,Keep,GB,19f1a825d2a0094a997d73382ae27ffaf01c7d887fd4f14265ca27fb9ad9c6a0,4,Age 45-54,2,35_to_54,Male,UKIP,Leave,a,1,2,4,5,4,2,5,5,5,5,5,1,5,1,1,5,A,a,1,0,1,6,8,1,1,1,7,1,1,6,1,3,3,8,2,1,2,1,3,1,5,8,64
study3,586,20160502,7930380a86fb96f293f34768d9baa00c,05/02/2016 14:39,05/02/2016 14:46,7,Keep,GB,94b2d43fd8d33fd0d1b3945032e66f0645218cc40feaffd805fd556b785a39c2,1,Age 18-24,1,18_to_34,Female,Labour,Spoil,a,5,1,2,4,5,3,4,1,5,4,4,1,3,1,1,3,B,b,2,1,2,1,8,1,2,1,1,2,2,2,1,2,1,1,1,1,3,1,1,1,2,2,36
study3,587,20160502,78cd3960156911588c790f330e8f85c3,05/02/2016 14:45,05/02/2016 14:53,8,Keep,GB,4b99192ca1cf2787a1139b569e7a0712188f15601a56e5ce1f6b7cac9b3bab6d,1,Age 18-24,1,18_to_34,Male,LibDem,Remain,a,1,3,2,2,3,2,2,3,3,2,1,1,4,2,1,2,A,b,2,1,7,2,8,2,6,3,3,4,4,2,2,3,4,2,5,1,3,2,6,3,5,3,71
study3,588,20160502,cc7a485fed5f98b98f7a881785a6ac8f,05/02/2016 14:48,05/02/2016 14:53,5,Keep,GB,2ee350efa7f88e7419d1495ddaa2e020a93a76353c6a50e33945cab699c25dcd,1,Age 18-24,1,18_to_34,Male,Labour,Remain,a,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,A,a,1,0,3,1,9,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,30
study3,589,20160502,caa18d33b9d652b3b633e29d0b6b773d,05/02/2016 14:43,05/02/2016 14:59,16,Keep,GB,ac97ca2195f5d93b9b2a8ad4c7c148e39fe670c1e5e7121751f32e33702eef00,3,Age 35-44,2,35_to_54,Male,UKIP,Leave,a,3,1,5,5,5,2,1,5,5,5,5,5,1,1,4,5,A,a,1,0,6,1,1,1,4,1,8,5,1,9,1,8,1,9,1,1,5,3,7,1,5,6,78
study3,590,20160502,4d055f7ce647e8fed2b695fc5461f2ed,05/02/2016 14:54,05/02/2016 15:00,6,Keep,GB,555cde7d4838509f97fcc8298bdd41760f2c2a212b8656cdf7b63d9cbdc1d195,1,Age 18-24,1,18_to_34,Male,UKIP,Leave,a,1,1,5,5,5,2,5,5,5,5,5,2,5,1,1,5,B,b,2,1,3,1,5,6,1,1,6,6,1,8,4,7,1,7,1,1,4,1,3,5,6,6,80
study3,591,20160502,a1e6b84f79425619f3cdf85348032221,05/02/2016 14:50,05/02/2016 15:00,10,Keep,GB,694c7dcf543431abf05f0e85196de2f0053dd1e5ef08f781534de3e12d027c72,1,Age 18-24,1,18_to_34,Male,Labour,Remain,a,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,B,b,2,1,1,1,9,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,2,35
study3,592,20160502,f23a9bff9646dbe1b56f5f01d85b9d5e,05/02/2016 14:54,05/02/2016 15:01,7,Keep,GB,a944a1bc9b58d6880ad2cbad2d605679951a3fe2e3094ab60c028bdf762e1c36,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,5,2,2,2,3,1,2,1,2,1,1,3,1,1,1,2,B,a,1,0,2,1,9,1,2,2,1,5,3,1,4,4,3,1,3,1,1,1,1,4,4,1,52
study3,593,20160502,0e62e5c549a7be129f1b401dae9400ee,05/02/2016 14:57,05/02/2016 15:03,6,Keep,GB,786dc563166207ca4ab75157bcebdd440fb292f6288c381ea3e56c1a77b21481,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,3,1,1,2,1,1,1,1,2,1,5,1,1,1,1,A,b,2,1,2,1,9,1,3,1,3,1,1,1,1,1,1,3,3,1,5,1,3,1,1,1,42
study3,594,20160502,8b8c50fd1579f406aa29c4dee10f6932,05/02/2016 14:57,05/02/2016 15:04,7,Keep,GB,66f236fa1b38e6e65db3fa5cc83d6250bb6b527a5b20a2e61ca54983b6df226f,1,Age 18-24,1,18_to_34,Male,Con,Remain,a,3,2,1,3,3,2,2,3,2,4,3,5,5,1,1,3,A,b,2,1,5,3,1,9,9,5,9,9,1,7,3,9,9,9,9,1,9,3,9,1,9,9,130
study3,595,20160502,823b1c7ed9c760e0ab4d3a266e2b0388,05/02/2016 15:01,05/02/2016 15:07,6,Keep,GB,1727465ebb4abb37d37a9e1559e2d23afd18db9f8e952c2346a2f172cda5fe58,1,Age 18-24,1,18_to_34,Male,NoVote,Leave,a,5,1,5,5,4,5,5,5,4,5,5,3,5,3,3,4,B,b,2,1,5,5,3,7,5,6,5,6,3,8,2,9,5,6,4,6,6,4,5,1,4,4,99
study3,596,20160502,894860ad6af5b1e23196022e4180b1a1,05/02/2016 15:05,05/02/2016 15:12,7,Keep,GB,79a3b3cca35a3e42bc4955fdc4a951a3ba4b4871070dfb17fc81dfcd8ff08afe,3,Age 35-44,2,35_to_54,Male,Con,Remain,a,4,1,1,4,2,1,2,2,2,2,1,3,2,2,2,4,A,b,2,1,6,5,9,1,7,2,2,1,3,8,2,3,4,2,5,1,2,1,3,2,2,2,62
study3,597,20160502,58ded8972d9a5e972267b2d5df6cc686,05/02/2016 14:54,05/02/2016 15:14,20,Keep,GB,c8203d610dd9c3efd22268f2f4cc671f74c454484572a71b103b46dd6159fe9f,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,1,4,2,3,1,2,3,2,2,2,1,2,1,1,4,B,b,2,1,2,1,9,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,32
